school_id,name,suburb,state,postcode,sector,school_type,website,year_range,teaching_staff,non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments
41404,Mount Pritchard Public School,Mount Pritchard,NSW,2170,Government,Primary,http://www.mtpritchar-p.schools.nsw.edu.au,K-6,24.9,2.9,387,194,193
41405,Narellan Public School,Narellan,NSW,2567,Government,Primary,http://www.narellan-p.schools.nsw.edu.au,K-6,17.7,2.9,318,146,172
41406,Oakdale Public School,Oakdale,NSW,2570,Government,Primary,http://www.oakdale-p.schools.nsw.edu.au,K-6,10.3,2,155,69,86
41407,The Oaks Public School,The Oaks,NSW,2570,Government,Primary,http://www.theoaks-p.schools.nsw.edu.au,K-6,17.6,2.9,318,156,162
41408,Old Guildford Public School,Guildford,NSW,2161,Government,Primary,http://www.oldguildfo-p.schools.nsw.edu.au,P-6,30.8,4.7,458,242,216
41409,Padstow Park Public School,Padstow,NSW,2211,Government,Primary,http://www.padstowpk-p.schools.nsw.edu.au,"U, K-6",26.3,3.9,335,169,166
41410,Picton Public School,Picton,NSW,2571,Government,Primary,http://www.picton-p.schools.nsw.edu.au,"U, K-6",22.8,6,392,207,185
41411,Prestons Public School,Prestons,NSW,2170,Government,Primary,http://www.prestons-p.schools.nsw.edu.au,K-6,32,4.1,593,297,296
41412,Punchbowl Public School,Punchbowl,NSW,2196,Government,Primary,http://www.punchbowl-p.schools.nsw.edu.au,"U, P-6",45.6,9.3,592,274,318
41413,Leppington Public School,Leppington,NSW,2179,Government,Primary,http://www.leppington-p.schools.nsw.edu.au,K-6,8.8,2,138,68,70
41414,Regents Park Public School,Regents Park,NSW,2143,Government,Primary,http://www.regentspk-p.schools.nsw.edu.au,K-6,15.9,2.5,268,134,134
41415,Revesby Public School,Revesby,NSW,2212,Government,Primary,http://www.revesby-p.schools.nsw.edu.au/,"U, K-6",22.5,5.9,322,157,165
41416,Rossmore Public School,Rossmore,NSW,2557,Government,Primary,http://www.rossmore-p.schools.nsw.edu.au,"U, K-6",9.9,4.6,93,36,57
41417,St Johns Park Public School,St Johns Park,NSW,2176,Government,Primary,http://www.stjohnspk-p.schools.nsw.edu.au,"U, P-6",49.2,8.9,767,349,418
41418,Smithfield Public School,Smithfield,NSW,2164,Government,Primary,http://www.smithfield-p.schools.nsw.edu.au,"U, P-6",41.5,12.3,540,263,277
41419,Strathfield North Public School,North Strathfield,NSW,2137,Government,Primary,http://www.strathfien-p.schools.nsw.edu.au,K-6,35.6,4.1,614,300,314
41420,Strathfield South Public School,Strathfield South,NSW,2136,Government,Primary,http://www.strathfies-p.schools.nsw.edu.au,K-6,47.1,4.7,790,395,395
41421,Tahmoor Public School,Tahmoor,NSW,2573,Government,Primary,http://www.tahmoor-p.schools.nsw.edu.au,"U, K-6",25.4,6,399,187,212
41422,Thirlmere Public School,Thirlmere,NSW,2572,Government,Primary,http://www.thirlmere-p.schools.nsw.edu.au,K-6,19.9,2.9,368,175,193
41423,Carramar Public School,Carramar,NSW,2163,Government,Primary,http://www.carramarps.com.au,K-6,21.1,2.5,225,112,113
41424,Yanderra Public School,Yanderra,NSW,2574,Government,Primary,http://www.yanderra-p.schools.nsw.edu.au,K-6,2.7,0.9,33,19,14
41425,Kemps Creek Public School,Kemps Creek,NSW,2178,Government,Primary,http://www.kempscreek-p.schools.nsw.edu.au,K-6,10.1,2,160,80,80
41426,Fairfield Heights Public School,Fairfield,NSW,2165,Government,Primary,http://www.fairfieldh-p.schools.nsw.edu.au,K-6,55.3,5.9,1008,502,506
41427,Warwick Farm Public School,Warwick Farm,NSW,2170,Government,Primary,http://www.warwickfar-p.schools.nsw.edu.au,K-6,16,2.5,227,106,121
41428,Chester Hill Public School,Chester Hill,NSW,2162,Government,Primary,http://www.chesterhil-p.schools.nsw.edu.au,K-6,40.1,4.3,660,327,333
41429,Georges Hall Public School,Georges Hall,NSW,2198,Government,Primary,http://www.georgeshal-p.schools.nsw.edu.au/,K-6,46.6,5.2,851,424,427
41430,Riverwood Public School,Riverwood,NSW,2210,Government,Primary,http://www.riverwood-p.schools.nsw.edu.au,P-6,10.4,3,110,53,57
41431,Condell Park Public School,Bankstown,NSW,2200,Government,Primary,http://www.condellpk-p.schools.nsw.edu.au,K-6,36.3,4.1,572,265,307
41432,Chullora Public School,Greenacre,NSW,2190,Government,Primary,http://www.chullora-p.schools.nsw.edu.au,K-6,22.4,2.9,307,147,160
41433,Chalmers Road School,Strathfield,NSW,2135,Government,Special,http://www.chalmersrd-s.schools.nsw.edu.au,U,13.6,13.2,65,17,48
41434,Yagoona Public School,Yagoona,NSW,2199,Government,Primary,http://www.yagoona-p.schools.nsw.edu.au,"U, K-6",40.5,10,542,251,291
41435,Wattle Grove Public School,Wattle Grove,NSW,2173,Government,Primary,http://www.wattlegrov-p.schools.nsw.edu.au,K-6,33.9,4.1,610,317,293
41436,Narwee Public School,Narwee,NSW,2209,Government,Primary,http://www.narwee-p.schools.nsw.edu.au,K-6,17.8,2.8,298,156,142
41437,East Hills Public School,Panania,NSW,2213,Government,Primary,http://www.easthills-p.schools.nsw.edu.au,"U, K-6",13.7,5,184,91,93
41438,Beverly Hills North Public School,Beverly Hills,NSW,2209,Government,Primary,http://www.beverlyhn-p.schools.nsw.edu.au,K-6,33.4,4.1,644,304,340
41439,Padstow Heights Public School,Padstow,NSW,2211,Government,Primary,http://www.padstowhts-p.schools.nsw.edu.au,K-6,20.3,2.9,388,177,211
41440,Villawood East Public School,Villawood,NSW,2163,Government,Primary,http://www.villawoode-p.schools.nsw.edu.au,"U, P-6",20.6,5.7,259,130,129
41441,Cabramatta West Public School,Cabramatta,NSW,2166,Government,Primary,http://www.cabramattw-p.schools.nsw.edu.au,"U, K-6",40.2,7.1,575,279,296
41442,Chester Hill North Public School,Chester Hill,NSW,2162,Government,Primary,http://www.chesterhin-p.schools.nsw.edu.au,K-6,31.1,4,517,251,266
41443,Canley Heights Public School,Canley Heights,NSW,2166,Government,Primary,http://www.canleyhts-p.schools.nsw.edu.au,P-6,36.5,5.3,567,242,325
41444,Yennora Public School,Yennora,NSW,2161,Government,Primary,http://www.yennora-p.schools.nsw.edu.au,K-6,13,2,194,91,103
41445,Guildford West Public School,Guildford West,NSW,2161,Government,Primary,http://www.guildfordw-p.schools.nsw.edu.au,"U, K-6",28.2,7.3,415,189,226
41446,Fairvale Public School,Fairfield,NSW,2165,Government,Primary,http://www.fairvale-p.schools.nsw.edu.au,K-6,36.4,4.1,647,301,346
41447,Panania North Public School,Panania,NSW,2213,Government,Primary,http://www.pananianth-p.schools.nsw.edu.au,K-6,21.1,2.9,373,188,185
41448,Revesby South Public School,Revesby,NSW,2212,Government,Primary,http://www.revesbysth-p.schools.nsw.edu.au,K-6,17.5,2.9,334,170,164
41449,Birrong Public School,Birrong,NSW,2143,Government,Primary,http://www.birrong-p.schools.nsw.edu.au,K-6,31.7,4.1,573,288,285
41450,Leumeah Public School,Leumeah,NSW,2560,Government,Primary,http://www.leumeah-p.schools.nsw.edu.au,K-6,33,4.1,618,307,311
41451,Wattawa Heights Public School,Bankstown,NSW,2200,Government,Primary,http://www.wattawahts-p.schools.nsw.edu.au,K-6,18,2.5,254,110,144
41452,Macquarie Fields Public School,Macquarie Fields,NSW,2564,Government,Primary,http://www.macfields-p.schools.nsw.edu.au,K-6,49.3,5.9,945,487,458
41453,Villawood North Public School,Fairfield East,NSW,2165,Government,Primary,http://www.villawoodn-p.schools.nsw.edu.au,K-6,17.3,2.6,261,128,133
41454,Padstow North Public School,Padstow,NSW,2211,Government,Primary,http://www.padstownth-p.schools.nsw.edu.au,"U, K-6",21.1,4.9,353,166,187
41455,Hannans Road Public School,Riverwood,NSW,2210,Government,Primary,http://www.hannansrd-p.schools.nsw.edu.au,K-6,15.7,2,164,77,87
41456,Campbelltown North Public School,Campbelltown,NSW,2560,Government,Primary,http://www.campbelltn-p.schools.nsw.edu.au,"U, K-6",22.8,5.9,360,172,188
41457,Bankstown West Public School,Bankstown,NSW,2200,Government,Primary,http://www.bankstownw-p.schools.nsw.edu.au,K-6,20.5,2.8,306,158,148
41458,Tower Street Public School,Panania,NSW,2213,Government,Primary,http://www.towerst-p.schools.nsw.edu.au,K-6,11.3,2.4,200,96,104
41459,Liverpool West Public School,Liverpool,NSW,2170,Government,Primary,http://www.liverpoolw-p.schools.nsw.edu.au,"U, P-6",43.4,9.3,657,321,336
41460,Casula Public School,Casula,NSW,2170,Government,Primary,http://www.casula-p.schools.nsw.edu.au,K-6,50.5,5.9,922,434,488
41461,Mount Pritchard East Public School,Mount Pritchard,NSW,2170,Government,Primary,http://www.mtpritche-p.schools.nsw.edu.au,K-6,15,2.4,247,126,121
41462,Banksia Road Public School,Greenacre,NSW,2190,Government,Primary,http://www.banksiard-p.schools.nsw.edu.au,K-6,32.2,4,536,237,299
41463,Campbelltown East Public School,Campbelltown,NSW,2560,Government,Primary,http://www.campbellte-p.schools.nsw.edu.au,"U, K-6",27.7,5.9,306,149,157
41464,Marsden Road Public School,Liverpool,NSW,2170,Government,Primary,http://www.marsdenrd-p.schools.nsw.edu.au,K-6,41,4.5,714,352,362
41465,Camden South Public School,Camden,NSW,2570,Government,Primary,http://www.camdensth-p.schools.nsw.edu.au,"U, K-6",44,7.9,821,402,419
41466,Holsworthy Public School,Holsworthy,NSW,2173,Government,Primary,http://www.holsworthy-p.schools.nsw.edu.au,K-6,35.7,4.3,688,359,329
41467,Lurnea Public School,Lurnea,NSW,2170,Government,Primary,http://www.lurnea-p.schools.nsw.edu.au/sws/view/home.node,"U, P-6",29.5,9.4,423,193,230
41468,Bardia Public School,Bardia,NSW,2565,Government,Primary,http://www.ingleburnn-p.schools.nsw.edu.au,K-6,17.4,2.8,320,155,165
41469,Ringrose Public School,Greystanes,NSW,2145,Government,Primary,http://www.ringrose-p.schools.nsw.edu.au,K-6,22.9,3.1,414,192,222
41470,Harrington Street Public School,Cabramatta,NSW,2166,Government,Primary,http://www.harringtonst.org.au,"U, P-6",62.1,11.1,998,445,553
41471,Sadleir Public School,Sadleir,NSW,2168,Government,Primary,http://www.sadleir-p.schools.nsw.edu.au,"U, P-6",27.3,7.1,335,158,177
41472,Sherwood Grange Public School,Merrylands,NSW,2160,Government,Primary,http://www.sherwoodgr-p.schools.nsw.edu.au,K-6,18.5,2.9,340,177,163
41473,Heckenberg Public School,Heckenberg,NSW,2168,Government,Primary,http://www.heckenberg-p.schools.nsw.edu.au/,K-6,13.7,2.4,215,110,105
41474,Busby Public School,Busby,NSW,2168,Government,Primary,http://www.busby-p.schools.nsw.edu.au,K-6,22.4,3.4,238,116,122
41475,Miller Public School,Miller,NSW,2168,Government,Primary,http://www.miller-p.schools.nsw.edu.au,"U, K-6",20.9,8.5,211,97,114
41476,Picnic Point Public School,Picnic Point,NSW,2213,Government,Primary,http://www.picnicpt-p.schools.nsw.edu.au,K-6,21.1,2.9,399,191,208
41477,Ashcroft Public School,Ashcroft,NSW,2168,Government,Primary,http://www.ashcroft-p.schools.nsw.edu.au,P-6,19.2,3.8,282,138,144
41478,Smithfield West Public School,Wetherill Park,NSW,2164,Government,Primary,http://www.smithfielw-p.schools.nsw.edu.au,K-6,19.7,2.9,334,168,166
41479,Cartwright Public School,Cartwright,NSW,2168,Government,Primary,http://www.cartwright-p.schools.nsw.edu.au,K-6,11.5,2,189,90,99
41480,Lansvale East Public School,Cabramatta,NSW,2166,Government,Primary,http://www.lansvalee-p.schools.nsw.edu.au,"U, K-6",14.9,5,156,83,73
41481,Busby West Public School,Green Valley,NSW,2168,Government,Primary,http://www.busbywest-p.schools.nsw.edu.au,"U, P-6",32.5,12.2,397,175,222
41482,Bradbury Public School,Bradbury,NSW,2560,Government,Primary,http://www.bradbury-p.schools.nsw.edu.au,"U, K-6",36,7.1,622,300,322
41483,Nuwarra Public School,Moorebank,NSW,2170,Government,Primary,http://www.nuwarra-p.schools.nsw.edu.au,"U, K-6",28.5,8.1,396,188,208
41484,Briar Road Public School,Campbelltown,NSW,2560,Government,Primary,http://www.briarrd-p.schools.nsw.edu.au,"U, P-6",20.2,7.9,259,130,129
41485,Curran Public School,Macquarie Fields,NSW,2564,Government,Primary,http://www.curran-p.schools.nsw.edu.au,"U, K-6",20.3,7.6,266,131,135
41486,Guise Public School,Macquarie Fields,NSW,2564,Government,Primary,http://www.guise-p.schools.nsw.edu.au,"U, K-6",12.4,6,170,72,98
41487,Mawarra Public School,Camden,NSW,2570,Government,Primary,http://www.mawarra-p.schools.nsw.edu.au,K-6,24.1,3.1,444,203,241
41488,King Park Public School,St Johns Park,NSW,2176,Government,Primary,http://www.kingpark-p.schools.nsw.edu.au,K-6,29,4,514,251,263
41489,Widemere Public School,Greystanes,NSW,2145,Government,Primary,http://www.widemere-p.schools.nsw.edu.au,K-6,13.6,2.5,239,108,131
41490,John Warby Public School,Airds,NSW,2560,Government,Primary,http://www.johnwarby-p.schools.nsw.edu.au,"U, P-6",17.6,8.7,204,82,122
41491,St Andrews Public School,St Andrews,NSW,2566,Government,Primary,http://www.standrews-p.schools.nsw.edu.au,"U, K-6",46.6,9.9,793,374,419
41492,Ruse Public School,Ruse,NSW,2560,Government,Primary,http://www.ruse-p.schools.nsw.edu.au,K-6,24.8,3.1,421,199,222
41493,Campbellfield Public School,Minto,NSW,2566,Government,Primary,http://www.campbellfi-p.schools.nsw.edu.au,"U, K-6",16.9,6.4,258,105,153
41494,Sackville Street Public School,Ingleburn,NSW,2565,Government,Primary,http://www.sackvillst-p.schools.nsw.edu.au,K-6,32.2,4,542,270,272
41495,Woodland Road Public School,Campbelltown,NSW,2560,Government,Primary,http://www.woodlandrd-p.schools.nsw.edu.au,K-6,15.3,2.6,267,116,151
41496,Hampden Park Public School,Lakemba,NSW,2195,Government,Primary,http://www.hampdenpk-p.schools.nsw.edu.au,"U, K-6",52.9,8.5,769,359,410
41497,Newbridge Heights Public School,Moorebank,NSW,2170,Government,Primary,http://www.newbridgeheightsps.nsw.edu.au,K-6,33.1,4.1,636,323,313
41498,Ambarvale Public School,Ambarvale,NSW,2560,Government,Primary,http://www.ambarvale-p.schools.nsw.edu.au,"U, K-6",20.9,6.9,306,146,160
41499,Sarah Redfern Public School,Minto,NSW,2566,Government,Primary,http://www.sarahredfe-p.schools.nsw.edu.au,"U, P-6",31.4,8.4,441,206,235
41500,Claymore Public School,Claymore,NSW,2559,Government,Primary,http://www.claymore-p.schools.nsw.edu.au,"U, P-6",23.3,9.1,284,140,144
41501,The Grange Public School,Minto,NSW,2566,Government,Primary,http://www.thegrange-p.schools.nsw.edu.au,K-6,16.9,2.5,291,141,150
41502,Glenwood Public School,Glenfield,NSW,2167,Government,Primary,http://www.glenwood-p.schools.nsw.edu.au,K-6,16.2,2.6,253,109,144
41503,Blairmount Public School,Blairmount,NSW,2559,Government,Primary,http://www.blairmount-p.schools.nsw.edu.au/sws/view/home.node,K-6,27.5,4,512,246,266
41504,Rosemeadow Public School,Rosemeadow,NSW,2560,Government,Primary,http://www.rosemeadow-p.schools.nsw.edu.au,"U, K-6",43.2,7.5,728,367,361
41505,Thomas Acres Public School,Ambarvale,NSW,2560,Government,Primary,http://www.thomasacre-p.schools.nsw.edu.au,"U, K-6",31.6,8,533,267,266
41506,Bonnyrigg Public School,Bonnyrigg,NSW,2177,Government,Primary,http://www.bonnyrigg-p.schools.nsw.edu.au,P-6,28.8,4.8,247,128,119
41507,Wiley Park Public School,Wiley Park,NSW,2195,Government,Primary,http://www.wileypark-p.schools.nsw.edu.au/,"U, K-6",45.1,8.1,601,272,329
41508,Prairievale Public School,Bossley Park,NSW,2176,Government,Primary,http://www.prairieval-p.schools.nsw.edu.au,"U, K-6",32.6,6.4,466,220,246
41509,Eschol Park Public School,Eschol Park,NSW,2558,Government,Primary,http://www.escholpark-p.schools.nsw.edu.au,K-6,18.6,2.9,334,182,152
41510,William Stimson Public School,Wetherill Park,NSW,2164,Government,Primary,http://www.wilstimson-p.schools.nsw.edu.au,"U, K-6",38.4,12.4,543,246,297
41511,Governor Philip King Public School,Edensor Park,NSW,2176,Government,Primary,http://www.govphilkin-p.schools.nsw.edu.au,K-6,38.5,4.1,591,286,305
41512,Robert Townson Public School,Raby,NSW,2566,Government,Primary,http://www.roberttown-p.schools.nsw.edu.au,K-6,30.9,4.1,541,249,292
41513,Edensor Park Public School,Edensor Park,NSW,2176,Government,Primary,http://www.edensorpk-p.schools.nsw.edu.au,K-6,18,2.6,283,134,149
41514,Kearns Public School,Kearns,NSW,2558,Government,Primary,http://www.kearns-p.schools.nsw.edu.au,K-6,11.4,2.4,203,101,102
41515,Bonnyrigg Heights Public School,Bonnyrigg Heights,NSW,2177,Government,Primary,http://www.bonnyriggh-p.schools.nsw.edu.au,"U, K-6",65.5,11.5,1101,534,567
41516,Mount Annan Public School,Mount Annan,NSW,2567,Government,Primary,http://www.mountannan-p.schools.nsw.edu.au,"U, K-6",38.4,5.5,723,379,344
41517,St Helens Park Public School,St Helens Park,NSW,2560,Government,Primary,http://www.sthelenspk-p.schools.nsw.edu.au/,"U, K-6",28.8,6.4,472,229,243
41518,Hinchinbrook Public School,Hinchinbrook,NSW,2168,Government,Primary,http://www.hinchinbro-p.schools.nsw.edu.au,K-6,36.2,4.1,627,339,288
41519,Narellan Vale Public School,Narellan Vale,NSW,2567,Government,Primary,http://www.narellanva-p.schools.nsw.edu.au,K-6,43.7,4.9,847,427,420
41520,Greenway Park Public School,Carnes Hill,NSW,2171,Government,Primary,http://www.greenwaypk-p.schools.nsw.edu.au,K-6,42.6,4.9,797,375,422
41521,Currans Hill Public School,Currans Hill,NSW,2567,Government,Primary,http://www.curranshil-p.schools.nsw.edu.au,"U, K-6",33.7,7.1,593,305,288
41522,Newington Public School,Newington,NSW,2127,Government,Primary,http://www.newington-p.schools.nsw.edu.au,K-6,49.7,5.9,943,444,499
41523,Harrington Park Public School,Harrington Park,NSW,2567,Government,Primary,http://www.harringtnp-p.schools.nsw.edu.au,K-6,41,4.7,790,396,394
41524,Dalmeny Public School,Prestons,NSW,2170,Government,Primary,http://www.dalmeny-p.schools.nsw.edu.au,"U, K-6",57.4,10.1,1016,469,547
41525,Cecil Hills Public School,Cecil Hills,NSW,2171,Government,Primary,http://cecilhillspublicschool.com/,"U, K-6",42.4,7.7,763,379,384
41526,Elderslie Public School,Elderslie,NSW,2570,Government,Primary,http://www.elderslie-p.schools.nsw.edu.au,"U, K-6",27.5,6.2,478,237,241
41527,Middleton Grange Public School,Middleton Grange,NSW,2171,Government,Primary,http://www.middletongr-p.schools.nsw.edu.au,"U, K-6",22.3,5.8,372,180,192
41528,Harcourt Public School,Campsie,NSW,2194,Government,Primary,http://www.harcourt-p.schools.nsw.edu.au,K-6,37.3,4.1,550,262,288
41529,Merrylands East Public School,Merrylands,NSW,2160,Government,Primary,http://www.merrylandseast.com,K-6,22.1,2.9,370,175,195
41530,Lansvale Public School,Canley Vale,NSW,2166,Government,Primary,http://www.lansvale-p.schools.nsw.edu.au,P-6,44,6.5,679,316,363
41531,Granville East Public School,Granville,NSW,2142,Government,Primary,http://www.granvillee-p.schools.nsw.edu.au,K-6,25.1,2.9,358,177,181
41532,Homebush West Public School,Homebush West,NSW,2140,Government,Primary,http://www.homebushw-p.schools.nsw.edu.au,K-6,35.6,4.1,555,262,293
41533,Glenfield Park School,Glenfield,NSW,2167,Government,Special,http://www.glenfldpk-s.schools.nsw.edu.au,U,13.4,10.8,52,8,44
41534,Beverley Park School,Campbelltown,NSW,2560,Government,Special,http://www.beverleypk-s.schools.nsw.edu.au,U,11.2,10.8,55,13,42
41535,Broderick Gillawarna School,Revesby,NSW,2212,Government,Special,http://www.broderick-s.schools.nsw.edu.au,U,20.2,19.3,98,27,71
41536,Passfield Park School,Minto,NSW,2566,Government,Special,http://www.passfield-s.schools.nsw.edu.au,U,12.4,11.8,69,21,48
41537,Wangee Park School,Campsie,NSW,2194,Government,Special,http://www.wangeepark-s.schools.nsw.edu.au,U,10,9.8,49,20,29
41538,Karningul School,Regents Park,NSW,2143,Government,Special,http://www.karningul-s.schools.nsw.edu.au,U,4.8,4.2,18,0,18
41539,Mainsbridge School,Liverpool,NSW,2170,Government,Special,http://www.mainsbridg-s.schools.nsw.edu.au,U,20.7,19.9,107,26,81
41540,Lawrence Hargrave School,Warwick Farm,NSW,2170,Government,Special,http://www.lawrenceha-s.schools.nsw.edu.au,U,17.6,10.8,60,11,49
